ticker,short name,name
FPI,farmland-partners,Farmland Partners
FPI-B,farmland-partners-series-b-participating-preferred-stock,Farmland Partners Series B Participating Preferred Stock
FPL,first-trust-new-opportunities-mlp-energy-fund-of-beneficial-interest,First Trust New Opportunities MLP & Energy Fund of Beneficial Interest
FPRX,five-prime-therapeutics,Five Prime Therapeutics
FPX,first-trust-us-equity-opportunities,First Trust US Equity Opportunities
FR,first-industrial-realty-trust,First Industrial Realty Trust
FRA,blackrock-floating-rate-income-strategies-fund,Blackrock Floating Rate Income Strategies Fund
FRAC,keane,Keane
FRAK,vaneck-vectors-unconventional-oil-gas,VanEck Vectors Unconventional Oil & Gas
FRAN,francesca's,Francesca's
FRBA,first-bank,First Bank
FRBK,republic-first-bancorp,Republic First Bancorp
FRC,first-republic-bank,FIRST REPUBLIC BANK
FRD,friedman-industries,Friedman Industries
FRED,fred's,Fred's
FRGI,fiesta-restaurant,Fiesta Restaurant
FRI,first-trust-s-p-reit-index-fund,First Trust S&P REIT Index Fund
FRME,first-merchants,First Merchants
FRN,invesco-frontier-markets,Invesco Frontier Markets
FRO,frontline,Frontline
FRPH,frp,FRP
FRPT,freshpet,Freshpet
FRSH,papa-murphy's,Papa Murphy's
FRSX,foresight-autonomous,Foresight Autonomous
FRT,federal-realty-investment-trust,Federal Realty Investment Trust
FRTA,forterra,Forterra
FSB,franklin-financial-network,Franklin Financial Network
FSBC,fsb-bancorp,FSB Bancorp
FSBW,fs-bancorp,FS Bancorp
FSCT,forescout,ForeScout
FSD,first-trust-high-income-long-short-fund-of-beneficial-interest,First Trust High Income Long Short Fund of Beneficial Interest
FSFG,first-savings-financial,First Savings Financial
FSI,flexible-solutions-international-(cda),Flexible Solutions International (CDA)
FSK,fs-kkr-capital,FS KKR Capital
FSLR,first-solar,First Solar
FSM,fortuna-silver-mines-(canada),Fortuna Silver Mines (Canada)
FSNN,fusion-connect,Fusion Connect
FSP,franklin-street-properties,Franklin Street Properties
FSS,federal-signal,Federal Signal
FSTR,l-b-foster-company,L.B. Foster Company
FSV,firstservice,FirstService
FSZ,first-trust-switzerland-alphadex-fund,First Trust Switzerland AlphaDEX Fund
FT,franklin-universal-trust,Franklin Universal Trust
FTA,first-trust-large-cap-value-alphadex-fund,First Trust Large Cap Value AlphaDEX Fund
FTAC,fintech-acquisition-iii,FinTech Acquisition III
FTAG,first-trust-indxx-global-agriculture-etf,First Trust Indxx Global Agriculture ETF
FTAI,fortress-transportation-and-infrastructure-investors-llc,Fortress Transportation and Infrastructure Investors LLC
FTC,first-trust-large-cap-growth-alphadex-fund,First Trust Large Cap Growth AlphaDEX Fund
FTCH,farfetch-limited,Farfetch Limited
FTCS,first-trust-capital-strength-etf,First Trust Capital Strength ETF
FTD,ftd-companies,FTD Companies
FTDR,frontdoor,frontdoor
FTEK,fuel-tech,Fuel Tech
FTEO,fronteo,FRONTEO
FTF,franklin-limited-duration-income-trust-of-beneficial-interest,Franklin Limited Duration Income Trust of Beneficial Interest
FTFT,future-fintech,Future FinTech
FTI,technipfmc-plc,TechnipFMC plc
FTK,flotek-industries,Flotek Industries
FTNT,fortinet,Fortinet
FTNW,fte-networks,FTE Networks
FTR,frontier-communications,Frontier Communications
FTRI,first-trust-indxx-global-natural-resources-income,First Trust Indxx Global Natural Resources Income
FTS,fortis,Fortis
FTSI,fts-international,FTS International
FTSV,forty-seven,Forty Seven
FTV,fortive,Fortive
FUD,e-tracs-usb-bloomberg-commodity-index-exchange-traded-notes-ubs-bloomberg-cmci-food-etn,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Food ETN
FUE,ab-svensk-ekportkredit-(swedish-export-credit-corporation)-elements-linked-to-the-mlcx-biofuels-index-total-return-structured-product,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Biofuels Index Total Return Structured Product
FUL,h-b-fuller-company,H. B. Fuller Company
FULT,fulton-financial,Fulton Financial
FUN,cedar-fair,Cedar Fair
FUNC,first-united,First United
FUND,sprott-focus-trust,Sprott Focus Trust
FUSB,first-us-bancshares,First US Bancshares
FUV,arcimoto,Arcimoto
FVCB,fvcbankcorp,FVCBankcorp
FVD,first-trust-vl-dividend,First Trust VL Dividend
FVE,five-star-senior-living,Five Star Senior Living
FVL,first-trust-value-line-100-fund,First Trust Value Line 100 Fund
FWDB,madrona-global-bond,Madrona Global Bond
FWDD,madrona-domestic,Madrona Domestic
FWDI,madrona-international,Madrona International
FWONA,liberty-media-series,Liberty Media Series
FWONK,liberty-media-series-c,Liberty Media Series C
FWP,forward-pharma-a/s,Forward Pharma A/S
FWRD,forward-air,Forward Air
FXA,invesco-currencyshares-australian-dollar-trust,Invesco CurrencyShares Australian Dollar Trust
FXB,invesco-currencyshares-british-pound-sterling-trust,Invesco CurrencyShares British Pound Sterling Trust
FXC,invesco-currencyshares-canadian-dollar-trust,Invesco CurrencyShares Canadian Dollar Trust
FXCH,invesco-currencyshares-chinese-renminbi-trust,Invesco CurrencyShares Chinese Renminbi Trust
FXD,first-trust-cons-discret-alphadex,First Trust Cons. Discret. AlphaDEX
FXE,invesco-currencyshares-euro-currency-trust,Invesco CurrencyShares Euro Currency Trust
FXF,invesco-currencyshares-swiss-franc-trust,Invesco CurrencyShares Swiss Franc Trust
FXG,first-trust-cons-staples-alphadex,First Trust Cons. Staples AlphaDEX
FXH,first-trust-health-care-alphadex,First Trust Health Care AlphaDEX
FXI,ishares-china-large-cap,iShares China Large-Cap
FXL,first-trust-technology-alphadex,First Trust Technology AlphaDEX
FXN,first-trust-energy-alphadex-fund,First Trust Energy AlphaDEX Fund
FXO,first-trust-financials-alphadex,First Trust Financials AlphaDEX
FXR,first-trust-industrials-alphadex,First Trust Industrials AlphaDEX
FXS,invesco-currencyshares-swedish-krona-trust,Invesco CurrencyShares Swedish Krona Trust
FXU,first-trust-utilities-alphadex-fund,First Trust Utilities AlphaDEX Fund
FXY,invesco-currencyshares-japanese-yen-trust,Invesco CurrencyShares Japanese Yen Trust
FXZ,first-trust-materials-alphadex-fund,First Trust Materials AlphaDEX Fund
FYC,first-trust-small-cap-growth-alphadex-fund,First Trust Small Cap Growth AlphaDEX Fund
FYT,first-trust-small-cap-value-alphadex-fund,First Trust Small Cap Value AlphaDEX Fund
FYX,first-trust-small-cap-core-alphadex-fund,First Trust Small Cap Core AlphaDEX Fund
G,genpact-limited,Genpact Limited
GAB,gabelli-equity-trust-(the),Gabelli Equity Trust (The)
GABC,german-american-bancorp,German American Bancorp
GAIA,gaia,Gaia
GAIN,gladstone-investment,Gladstone Investment
GAL,spdr-ssga-global-allocation,SPDR SSgA Global Allocation
GALT,galectin-therapeutics,Galectin Therapeutics
GAM,general-american-investors,General American Investors
GARS,garrison-capital,Garrison Capital
GASS,stealthgas,StealthGas
GATX,gatx,GATX
GBAB,guggenheim-taxable-municipal-managed-duration-trust-of-beneficial-interest,Guggenheim Taxable Municipal Managed Duration Trust of Beneficial Interest
GBCI,glacier-bancorp,Glacier Bancorp
GBDC,golub-capital-bdc,Golub Capital BDC
GBF,ishares-government/credit-bond,iShares Government/Credit Bond
GBL,gamco-investors,Gamco Investors
GBLI,global-indemnity-limited,Global Indemnity Limited
GBR,new-concept-energy,New Concept Energy
GBT,global-blood-therapeutics,Global Blood Therapeutics
GBX,greenbrier-companies-(the),Greenbrier Companies (The)
GCAP,gain-capital,GAIN Capital
GCBC,greene-county-bancorp,Greene County Bancorp
GCC,wisdomtree-continuous-commodity-index-fund,WisdomTree Continuous Commodity Index Fund
GCE,clarymore-cef-gs-connect-etn,Clarymore CEF GS Connect ETN
GCI,gannett-co-,Gannett Co.
GCO,genesco,Genesco
GCP,gcp-applied,GCP Applied
GCV,gabelli-convertible-and-income-securities-fund-(the),Gabelli Convertible and Income Securities Fund (The)
GD,general-dynamics,General Dynamics
GDDY,godaddy,GoDaddy
GDEN,golden-entertainment,Golden Entertainment
GDI,gardner-denver,Gardner Denver
GDL,gdl-fund-the-of-beneficial-interest,GDL Fund The of Beneficial Interest
GDO,western-asset-global-corporate-defined-opportunity-fund,Western Asset Global Corporate Defined Opportunity Fund
GDOT,green-dot-$0-001-par-value,Green Dot $0.001 par value
GDP,goodrich-petroleum,Goodrich Petroleum
GDS,gds-limited,GDS Limited
GDV,gabelli-dividend-income-trust-of-beneficial-interest,Gabelli Dividend & Income Trust of Beneficial Interest
GDX,vaneck-vectors-gold-miners,VanEck Vectors Gold Miners
GE,general-electric-company,General Electric Company
GEC,great-elm-capital,Great Elm Capital
GECC,great-elm-capital,Great Elm Capital
GEF,greif,Greif
GEF.B,greif-b,Greif B
GEL,genesis-energy,Genesis Energy
GEMP,gemphire-therapeutics,Gemphire Therapeutics
GEN,genesis-healthcare,Genesis Healthcare
GENC,gencor-industries,Gencor Industries
GENE,genetic,Genetic
GEO,geo-(the)-reit,Geo (The) REIT
GEOS,geospace,Geospace
GER,goldman-sachs-mlp-energy-renaissance-fund,Goldman Sachs MLP Energy Renaissance Fund
GERN,geron,Geron
GES,guess?,Guess?
GEVO,gevo,Gevo
GF,new-germany-fund-(the),New Germany Fund (The)
GFED,guaranty-federal-bancshares,Guaranty Federal Bancshares
GFF,griffon,Griffon
GFI,gold-fields-limited-american-depositary-shares,Gold Fields Limited American Depositary Shares
GFN,general-finance,General Finance
GFY,western-asset-variable-rate-strategic-fund,Western Asset Variable Rate Strategic Fund
GG,goldcorp,Goldcorp
GGAL,grupo-financiero-galicia-s-a-,Grupo Financiero Galicia S.A.
GGB,gerdau-s-a-,Gerdau S.A.
GGG,graco,Graco
GGM,guggenheim-credit-allocation-fund-of-beneficial-interest,Guggenheim Credit Allocation Fund of Beneficial Interest
GGN,gamco-global-gold-natural-resources-income-trust,GAMCO Global Gold Natural Resources & Income Trust
GGO,the-gabelli-go-anywhere-trust-of-beneficial-interest,The Gabelli Go Anywhere Trust of Beneficial Interest
GGT,gabelli-multi-media-trust-(the),Gabelli Multi-Media Trust (The)
GGZ,gabelli-global-small-and-mid-cap-value-trust-(the)-of-beneficial-interest,Gabelli Global Small and Mid Cap Value Trust (The) of Beneficial Interest
GH,guardant-health,Guardant Health
GHC,graham-company,Graham Company
GHDX,genomic-health,Genomic Health
GHG,greentree-hospitality-american-depositary-shares-each-representing-one,GreenTree Hospitality American depositary shares each representing one
GHL,greenhill-co-,Greenhill & Co.
GHM,graham,Graham
GHY,pgim-global-short-duration-high-yield-fund,PGIM Global Short Duration High Yield Fund
GIB,cgi,CGI
GIFI,gulf-island-fabrication,Gulf Island Fabrication
GIG,gigcapital,GigCapital
GIGM,gigamedia-limited,GigaMedia Limited
GII,spdr-s-p-global-infrastructure,SPDR S&P Global Infrastructure
GIII,g-iii-apparel,G-III Apparel
GIL,gildan-activewear-sub-vot-,Gildan Activewear Sub. Vot.
GILD,gilead-sciences,Gilead Sciences
GILT,gilat-satellite-networks,Gilat Satellite Networks
GIM,templeton-global-income-fund,Templeton Global Income Fund
GIS,general-mills,General Mills
GKOS,glaukos,Glaukos
GLAC,spdr-bloomberg-barclays-global-aggregate-bond-chf,SPDR Bloomberg Barclays Global Aggregate Bond CHF
GLAD,gladstone-capital,Gladstone Capital
GLBS,globus-maritime-limited,Globus Maritime Limited
GLBZ,glen-burnie-bancorp,Glen Burnie Bancorp
GLD,spdr-gold-trust,SPDR Gold Trust
GLDD,great-lakes-dredge-dock,Great Lakes Dredge & Dock
GLG,china-bat,China Bat
GLIBA,gci-liberty-common-stock,GCI Liberty Common Stock
GLL,proshares-ultrashort-gold,ProShares UltraShort Gold
GLMD,galmed-pharmaceuticals,Galmed Pharmaceuticals
GLNG,golar-lng-limited,Golar LNG Limited
GLO,clough-global-opportunities-fund,Clough Global Opportunities Fund
GLOB,globant-s-a-,Globant S.A.
GLOG,gaslog,GasLog
GLOP,gaslog-partners-representing-limited-partnership-interests,GasLog Partners representing limited partnership interests
GLOW,glowpoint,Glowpoint
GLP,global-partners-representing-limited-partner-interests,Global Partners representing Limited Partner Interests
GLPG,galapagos-nv,Galapagos NV
GLPI,gaming-and-leisure-properties,Gaming and Leisure Properties
GLQ,clough-global-equity-fund-of-beneficial-interest,Clough Global Equity Fund of Beneficial Interest
GLRE,greenlight-reinsurance,Greenlight Reinsurance
GLT,glatfelter,Glatfelter
GLTR,aberdeen-standard-physical-precious-metals-basket-shares,Aberdeen Standard Physical Precious Metals Basket Shares
GLU,gabelli-global-utility-of-beneficial-ownership,Gabelli Global Utility of Beneficial Ownership
GLUU,glu-mobile,Glu Mobile
GLV,clough-global-dividend-and-income-fund-of-beneficial-interest,Clough Global Dividend and Income Fund of beneficial interest
GLW,corning-incorporated,Corning Incorporated
GLYC,glycomimetics,GlycoMimetics
GM,general-motors-company,General Motors Company
GM+B,general-motors-company-warrant-(expires-07/10/2019),General Motors Company Warrant (Expires 07/10/2019)
GMDA,gamida-cell,Gamida Cell
GME,gamestop,GameStop
GMED,globus-medical,Globus Medical
GMF,spdr-s-p-emerging-asia-pacific,SPDR S&P Emerging Asia Pacific
GMLP,golar-lng-partners,Golar LNG Partners
GMO,general-moly,General Moly
GMRE,global-medical-reit,Global Medical REIT
GMS,gms,GMS
GMZ,goldman-sachs-mlp-income-opportunities-fund,Goldman Sachs MLP Income Opportunities Fund
GNC,gnc,GNC
GNCA,genocea-biosciences,Genocea Biosciences
GNE,genie-energy-b-stock,Genie Energy B Stock
GNK,genco-shipping-trading-limited-new-(marshall-islands),Genco Shipping & Trading Limited New (Marshall Islands)
GNL,global-net-lease,Global Net Lease
GNMA,ishares-gnma-bond-etf,iShares GNMA Bond ETF
GNMK,genmark-diagnostics,GenMark Diagnostics
GNMX,aevi-genomic-medicine,Aevi Genomic Medicine
GNPX,genprex,Genprex
GNR,spdr-s-p-global-natural-resources,SPDR S&P Global Natural Resources
GNRC,generac-holdlings,Generac Holdlings
GNT,gamco-natural-resources-gold-income-trust,GAMCO Natural Resources Gold & Income Trust
GNTX,gentex,Gentex
GNTY,guaranty-bancshares,Guaranty Bancshares
GNUS,genius-brands-international,Genius Brands International
GNW,genworth-financial,Genworth Financial
GOF,guggenheim-strategic-opportunities-fund-of-beneficial-interest,Guggenheim Strategic Opportunities Fund of Beneficial Interest
GOGL,golden-ocean-limited,Golden Ocean Limited
GOGO,gogo,Gogo
GOL,gol-linhas-aereas-inteligentes-s-a-sponsored-representing-2-pfd-shares,Gol Linhas Aereas Inteligentes S.A. Sponsored representing 2 Pfd Shares
GOLD,barrick-gold-(bc),Barrick Gold (BC)
GOLF,acushnet,Acushnet
GOOD,gladstone-commercial,Gladstone Commercial
GOOG,alphabet,Alphabet
GOOGL,alphabet,Alphabet
GOOS,canada-goose-subordinate,Canada Goose Subordinate
GORO,gold-resource,Gold Resource
GOVT,ishares-u-s-treasury-bond,iShares U.S. Treasury Bond
GPAQ,gordon-pointe-acquisition,Gordon Pointe Acquisition
GPC,genuine-parts-company,Genuine Parts Company
GPI,1-automotive,1 Automotive
GPIC,gaming-partners-international,Gaming Partners International
GPK,graphic-packaging-holding-company,Graphic Packaging Holding Company
GPL,great-panther-silver-limited-(canada),Great Panther Silver Limited (Canada)
GPM,guggenheim-enhanced-equity-income-fund,Guggenheim Enhanced Equity Income Fund
GPMT,granite-point-mortgage-trust,Granite Point Mortgage Trust
GPN,global-payments,Global Payments
GPOR,gulfport-energy,Gulfport Energy
GPP,green-plains-partners,Green Plains Partners
GPRE,green-plains,Green Plains
GPRK,geopark,Geopark
GPRO,gopro,GoPro
GPS,gap-(the),Gap (The)
GPX,gp-strategies,GP Strategies
GRA,w-r-grace-co-,W.R. Grace & Co.
GRAF,graf-industrial,Graf Industrial
GRAM,grana-y-montero-s-a-a-american-depositary-shares-each-representing-five,Grana y Montero S.A.A. American Depositary Shares each representing five
GRBK,green-brick-partners,Green Brick Partners
GRC,gorman-rupp-company-(the),Gorman-Rupp Company (The)
GREK,global-x-msci-greece,Global X MSCI Greece
GRES,iq-arb-global-resources,IQ ARB Global Resources
GRF,eagle-capital-growth-fund,Eagle Capital Growth Fund
GRFS,grifols-s-a-,Grifols S.A.
GRI,cohen-steers-global-realty-majors,Cohen & Steers Global Realty Majors
GRID,first-trust-nasdaq-clean-edge-smart-grid-infrastructure-index-fund,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund
GRIF,griffin-industrial-realty,Griffin Industrial Realty
GRIN,grindrod-shipping,Grindrod Shipping
GRMN,garmin,Garmin
GRNQ,greenpro-capital,Greenpro Capital
GROW,u-s-global-investors,U.S. Global Investors
GRP=,granite-real-estate-stapled-units-each-consisting-of-one-unit-of-trust-and-one-common-share-of-granite-reit,Granite Real Estate Stapled Units each consisting of one unit of Trust and one common share of Granite REIT
GRPN,groupon,Groupon
GRSH,gores-iii,Gores III
GRTS,gritstone-oncology,Gritstone Oncology
GRU,ab-svensk-ekportkredit-(swedish-export-credit-corporation)-elements-linked-to-the-mlcx-grains-index-total-return,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Grains Index Total Return
GRUB,grubhub,GrubHub
GRVY,gravity-co-,GRAVITY Co.
GRX,the-gabelli-healthcare-wellness-trust-of-beneficial-interest,The Gabelli Healthcare & Wellness Trust of Beneficial Interest
GS,goldman-sachs-(the),Goldman Sachs (The)
GSAH,gs-acquisition,GS Acquisition
GSAT,globalstar,Globalstar
GSB,globalscape,GlobalSCAPE
GSBC,great-southern-bancorp,Great Southern Bancorp
GSBD,goldman-sachs-bdc,Goldman Sachs BDC
GSC,goldman-sachs-connect-s-p-enhanced-commodity-total-return-strategy-index,Goldman Sachs Connect S&P Enhanced Commodity Total Return Strategy Index
GSG,ishares-gsci-commodity-indexed-trust-fund,iShares GSCI Commodity-Indexed Trust Fund
GSH,guangshen-railway-company-limited,Guangshen Railway Company Limited
GSHD,goosehead-insurance,Goosehead Insurance
GSIT,gsi-technology,GSI Technology
GSK,glaxosmithkline-plc,GlaxoSmithKline PLC
GSKY,greensky,GreenSky
GSL,global-ship-lease-new,Global Ship Lease New
GSM,ferroglobe-plc,Ferroglobe PLC
GSP,barclays-bank-plc-ipath-exchange-traded-notes-due-june-12-2036-linked-to-gsci-total-return-index,Barclays Bank PLC iPath Exchange Traded Notes due June 12 2036 Linked to GSCI Total Return Index
